Date, Raid, Value, Attendee
08/18/20, AQ40, 2700.00, Libbi
08/18/20, AQ40, 2700.00, Mariahcarry
08/18/20, AQ40, 2700.00, Mcdoobler
08/18/20, AQ40, 2700.00, Moncha
08/18/20, AQ40, 2700.00, Morhion
08/18/20, AQ40, 2700.00, Noblewarlord
08/18/20, AQ40, 2700.00, Nocturama
08/18/20, AQ40, 2700.00, Piggret
08/18/20, AQ40, 2700.00, Pintang
08/18/20, AQ40, 2700.00, Ragerv
08/18/20, AQ40, 2700.00, Ragnaros
08/18/20, AQ40, 2700.00, Realfriendz
08/18/20, AQ40, 2700.00, Scrapper
08/18/20, AQ40, 2700.00, Sokka
08/18/20, AQ40, 2700.00, Stille
08/18/20, AQ40, 2700.00, Tessberra
08/18/20, AQ40, 2700.00, Tynothy
08/18/20, AQ40, 2700.00, Warning
08/18/20, AQ40, 2700.00, Wilzea
08/18/20, AQ40, 2700.00, Zappem
08/18/20, AQ40, 2700.00, Zeno
08/18/20, AQ40, 2700.00, Arivas
08/18/20, AQ40, 2700.00, Chobbin
08/18/20, AQ40, 2700.00, Mandalynn
08/18/20, AQ40, 2700.00, Poulz
08/18/20, AQ40, 2700.00, Targle
08/19/20, AQ40, 2700.00, Arghkettnaad
08/19/20, AQ40, 2700.00, Arivas
08/19/20, AQ40, 2700.00, Ascindia
08/19/20, AQ40, 2700.00, Astranis
08/19/20, AQ40, 2700.00, Bundaa
08/19/20, AQ40, 2700.00, Caitylinn
08/19/20, AQ40, 2700.00, Cornpops
08/19/20, AQ40, 2700.00, Dangarr
08/19/20, AQ40, 2700.00, Eno
08/19/20, AQ40, 2700.00, Excellent
08/19/20, AQ40, 2700.00, Garrius
08/19/20, AQ40, 2700.00, Groundnpound
08/19/20, AQ40, 2700.00, Hokei
08/19/20, AQ40, 2700.00, IROC
08/19/20, AQ40, 2700.00, Jan
08/19/20, AQ40, 2700.00, Josie
08/19/20, AQ40, 2700.00, Kantmiss
08/19/20, AQ40, 2700.00, Kiteme
08/19/20, AQ40, 2700.00, Mariahcarry
08/19/20, AQ40, 2700.00, Mcdoobler
08/19/20, AQ40, 2700.00, Moncha
08/19/20, AQ40, 2700.00, Morhion
08/19/20, AQ40, 2700.00, Nocturama
08/19/20, AQ40, 2700.00, Piggret
08/19/20, AQ40, 2700.00, Pintang
08/19/20, AQ40, 2700.00, Puzzle
08/19/20, AQ40, 2700.00, Ragerv
08/19/20, AQ40, 2700.00, Ragnaros
08/19/20, AQ40, 2700.00, Scottieb
08/19/20, AQ40, 2700.00, Scrapper
08/19/20, AQ40, 2700.00, Smexyropman
08/19/20, AQ40, 2700.00, Sokka
08/19/20, AQ40, 2700.00, Targle
08/19/20, AQ40, 2700.00, Tessberra
08/19/20, AQ40, 2700.00, Tynothy
08/19/20, AQ40, 2700.00, Warning
08/19/20, AQ40, 2700.00, Wetspells
08/19/20, AQ40, 2700.00, Wilzea
08/19/20, AQ40, 2700.00, Zappem
08/19/20, AQ40, 2700.00, Zeno
08/19/20, AQ40, 2700.00, Chobbin
08/20/20, AQ40, 2700.00, Arathena
08/20/20, AQ40, 2700.00, Bossmagi
08/20/20, AQ40, 2700.00, Catstevens
08/20/20, AQ40, 2700.00, Chelmari
08/20/20, AQ40, 2700.00, Chobbin
08/20/20, AQ40, 2700.00, Cuckinducks
08/20/20, AQ40, 2700.00, Dbcooper
08/20/20, AQ40, 2700.00, Dontqqme
08/20/20, AQ40, 2700.00, Dotterama
08/20/20, AQ40, 2700.00, Dreadpirate
08/20/20, AQ40, 2700.00, Evilfox
08/20/20, AQ40, 2700.00, Florbydorbis
08/20/20, AQ40, 2700.00, Gnomajik
08/20/20, AQ40, 2700.00, Hamerhand
08/20/20, AQ40, 2700.00, Hokie
08/20/20, AQ40, 2700.00, Joeyson
08/20/20, AQ40, 2700.00, Libbi
08/20/20, AQ40, 2700.00, Maev
08/20/20, AQ40, 2700.00, Manazu
08/20/20, AQ40, 2700.00, Moltar
08/20/20, AQ40, 2700.00, Moncholy
08/20/20, AQ40, 2700.00, Noblewarlord
08/20/20, AQ40, 2700.00, Novemina
08/20/20, AQ40, 2700.00, Pathefinder
08/20/20, AQ40, 2700.00, Poulz
08/20/20, AQ40, 2700.00, Quack
08/20/20, AQ40, 2700.00, Realfriendz
08/20/20, AQ40, 2700.00, Ryzeup
08/20/20, AQ40, 2700.00, Shartz
08/20/20, AQ40, 2700.00, Shrekd
08/20/20, AQ40, 2700.00, Slappybagz
08/20/20, AQ40, 2700.00, Sokkan
08/20/20, AQ40, 2700.00, Stille
08/20/20, AQ40, 2700.00, Superb
08/20/20, AQ40, 2700.00, Swordfish
08/20/20, AQ40, 2700.00, Thormond
08/20/20, AQ40, 2700.00, Topcat
08/20/20, AQ40, 2700.00, Vaulaut
08/22/20, AQ40, 1100.00, Arghkettnaad
08/22/20, AQ40, 1100.00, Arivas
08/22/20, AQ40, 1100.00, Ascindia
08/22/20, AQ40, 1100.00, Astranis
08/22/20, AQ40, 1100.00, BigBanana
08/22/20, AQ40, 1100.00, Bundaa
08/22/20, AQ40, 1100.00, Caitylinn
08/22/20, AQ40, 1100.00, Corcho
08/22/20, AQ40, 1100.00, Cornpops
08/22/20, AQ40, 1100.00, Dangarr
08/22/20, AQ40, 1100.00, Eno
08/22/20, AQ40, 1100.00, Excellent
08/22/20, AQ40, 1100.00, Groundnpound
08/22/20, AQ40, 1100.00, Hokei
08/22/20, AQ40, 1100.00, IROC
08/22/20, AQ40, 1100.00, Jan
08/22/20, AQ40, 1100.00, Josie
08/22/20, AQ40, 1100.00, Kiteme
08/22/20, AQ40, 1100.00, Mariahcarry
08/22/20, AQ40, 1100.00, Mcdoobler
08/22/20, AQ40, 1100.00, Moncha
08/22/20, AQ40, 1100.00, Morhion
08/22/20, AQ40, 1100.00, Nocturama
08/22/20, AQ40, 1100.00, Piggret
08/22/20, AQ40, 1100.00, Ragerv
08/22/20, AQ40, 1100.00, Ragnaros
08/22/20, AQ40, 1100.00, Scottieb
08/22/20, AQ40, 1100.00, Scrapper
08/22/20, AQ40, 1100.00, Smexyropman
08/22/20, AQ40, 1100.00, Sokka
08/22/20, AQ40, 1100.00, Stonemove
08/22/20, AQ40, 1100.00, Switter
08/22/20, AQ40, 1100.00, Targle
08/22/20, AQ40, 1100.00, Tessberra
08/22/20, AQ40, 1100.00, Tynothy
08/22/20, AQ40, 1100.00, Warning
08/22/20, AQ40, 1100.00, Wetspells
08/22/20, AQ40, 1100.00, Wilzea
08/22/20, AQ40, 1100.00, Zappem
08/22/20, AQ40, 1100.00, Zeno
08/22/20, BWL, 1600.00, Ambicatus
08/22/20, BWL, 1600.00, Arghkettnaad
08/22/20, BWL, 1600.00, Arivas
08/22/20, BWL, 1600.00, Ascindia
08/22/20, BWL, 1600.00, Astranis
08/22/20, BWL, 1600.00, Bellend
08/22/20, BWL, 1600.00, BigBanana
08/22/20, BWL, 1600.00, Bundaa
08/22/20, BWL, 1600.00, Caitylinn
08/22/20, BWL, 1600.00, Catstevens
08/22/20, BWL, 1600.00, Corcho
08/22/20, BWL, 1600.00, Cornpops
08/22/20, BWL, 1600.00, Dangarr
08/22/20, BWL, 1600.00, Eno
08/22/20, BWL, 1600.00, Excellent
08/22/20, BWL, 1600.00, Helservent
08/22/20, BWL, 1600.00, Hokei
08/22/20, BWL, 1600.00, IROC
08/22/20, BWL, 1600.00, Jan
08/22/20, BWL, 1600.00, Josie
08/22/20, BWL, 1600.00, Lalloo
08/22/20, BWL, 1600.00, Mariahcarry
08/22/20, BWL, 1600.00, Mcdoobler
08/22/20, BWL, 1600.00, Moncha
08/22/20, BWL, 1600.00, Morhion
08/22/20, BWL, 1600.00, Nocturama
08/22/20, BWL, 1600.00, Piggret
08/22/20, BWL, 1600.00, Poulz
08/22/20, BWL, 1600.00, Ragerv
08/22/20, BWL, 1600.00, Ragnaros
08/22/20, BWL, 1600.00, Scottieb
08/22/20, BWL, 1600.00, Scrapper
08/22/20, BWL, 1600.00, Smexyropman
08/22/20, BWL, 1600.00, Stonemove
08/22/20, BWL, 1600.00, Switter
08/22/20, BWL, 1600.00, Targle
08/22/20, BWL, 1600.00, Warning
08/22/20, BWL, 1600.00, Wetspells
08/22/20, BWL, 1600.00, Wilzea
08/22/20, BWL, 1600.00, Zappem
08/22/20, BWL, 1600.00, Sokka
08/22/20, BWL, 1600.00, Kiteme
08/22/20, BWL, 1600.00, Tynothy
08/22/20, BWL, 1600.00, Zeno
